"id","name"
"OL4890378A","Mexican International Conference on Artificial Intelligence (1st 2000 Acapulco, Mexico)"
"OL498973A","Nina Degele"
"OL5155267A","Dr Muthu Ramachandran"
"OL5415927A","Hellenic Conference on AI (2nd 2002 (Thessalonikē, Greece)"
"OL5636728A","Mark T. Keane"
"OL6049284A","International Symposium on Temporal Representation and Reasoning (8th 2001 Cividale dei Friuli, Italy)"
"OL6531697A","International Conference on Artificial Intelligence in Education (13th 2007 Los Angeles, Calif.)"
"OL1004874A","J. Stephen Judd"
"OL1009367A","Rex William Last"
"OL1106417A","International Symposium on Methodologies for Intelligent Systems (1st 1986 Knoxville, Tenn.)"
"OL1798768A","Bratko, Ivan."
"OL280357A","Herbert-Günther Klein"
"OL2858362A","Kevin W. Bowyer"
"OL3154988A","Scott Moss"
"OL3226997A","Yan-Qing Zhang"
"OL3276509A","C.B. Suttner"
"OL3381874A","A. Marzollo"
"OL3426142A","Naomi Kassabian"
"OL418835A","Rómulo Perdomo M."
"OL4589215A","Colloquium on The Application of Artificial Intelligence Techniques to Signal Processing (1989 London)"
"OL4863568A","James Essinger"
"OL4941325A","International Conference on Logic Programming (23rd 2007 Porto, Portugal)"
"OL497492A","Hermann Helbig"
"OL5173259A","IEEE Knowledge and Data Engineering Exchange Workshop (3rd 1999 Chicago, Ill.)"
"OL7006221A","Raimondo Schettini"
"OL771329A","Rajjan Shinghal"
"OL892020A","Bartlett W. Mel"
"OL1010496A","Thomas D. McFarland"
"OL255839A","Internationalen Workshop Fuzzy-Neuro-Systeme (4th 1997 Soest, Germany)"
"OL3616623A","V. Rao Vemuri"
"OL392976A","John W. Schaffer"
"OL4203161A","I. Guyon"
"OL448862A","Conference on Artificial Intelligence in Medicine Europe (5th 1995 Pavia, Italy)"
"OL5104393A","Kenneth Lee Modesitt"
"OL5311384A","Australian Artificial Intelligence Congress (1st 1986 Deakin University)"
"OL540094A","Vasant Dhar"
"OL588007A","Akira Ishikawa"
"OL620570A","Darab, Tamás."
"OL6480461A","National Conference on Artificial Intelligence (12th 1994 Seattle, Washington)"
"OL6526804A","Artificial Neural Networks in Engineering Conference (2006 St. Louis, Mo.)"
"OL7033945A","Debra K. Tedman"
"OL7207399A","Kostas Pentikousis"
"OL7209753A","Marcin Detyniecki"
"OL1352786A","Gwendolyn B. Moore"
"OL235052A","European Conference on Artificial Intelligence (13th 1998 Brighton, England)"
"OL3177574A","Petra Perner"
"OL4662471A","Hamid R. Berenji"
"OL5440238A","International Work-Conference on the Interplay Between Natural and Artificial Computation (2nd 2007 Manga del Mar Menor, Spain)"
"OL5443503A","Ė. Kh Tyugu"
"OL5559293A","Artificial Neural Networks in Engineering Conference (2003 St. Louis, Mo.)"
"OL5563641A","International Conference on Intelligent User Interfaces (1998 San Francisco, Calif.)"
"OL6380690A","Artificial Intelligence in Engineering (1985 George Washington University)"
"OL6456300A","International Conference on Tools with Artificial Intelligence (14th 2002 Washington, D.C.)"
"OL6776646A","Michael C. Harris"
"OL7065545A","RSKT 2010 (2010 Beijing, China)"
"OL715497A","Andranick S. Tanguiane"
"OL7203767A","Daniel Kroening"
"OL722819A","Grzegorz Rozenberg"
"OL833984A","European Conference on Artificial Intelligence (10th 1992 Vienna, Austria)"
"OL1273622A","John Self"
"OL2732067A","Frank van Harmelen"
"OL2751198A","Thomas T. Thomas"
"OL2951970A","Michael N. Huhns"
"OL3264152A","Rezaul Begg"
"OL3710974A","WILLIAM MALLEY"
"OL4940695A","UIC 2007 (2007 Hong Kong, China)"
"OL4996609A","Henry Uncle."
"OL5234865A","ECAI 2006 (2006 Riva, Italy)"
"OL538194A","Pacific Rim International Conference on Artificial Intelligence (4th 1996 Cairns, Qld.)"
"OL5808859A","International Conference on Intelligent User Interfaces (2007 Hawaii, USA)"
"OL6034473A","Karsten Weber"
"OL6049183A","International Conference on Tools for Artificial Intelligence (5th 1993 Boston, Mass.)"
"OL6144774A","Conference on Artificial Intelligence Applications. (6th 1990 Santa Barbara, Calif.)"
"OL6390801A","Carlo Enrico Bernardelli"
"OL7204954A","Lazaros Iliadis"
"OL2682370A","Hans Jurgen Ohlbach"
"OL2945217A","Michael Thielscher"
"OL31701A","Damien Broderick"
"OL3325964A","Takushi Tanaka"
"OL3401145A","Joost-Pieter Katoen"
"OL4308401A","William C Butler"
"OL467925A","Jacques Lorigny"
"OL5380725A","Daniel Miranker"
"OL5542839A","Neuro-Nîmes. (2nd 1989 Nîmes, France)"
"OL6148629A","Scandinavian Conference on Artificial Intelligence (1st 1988 Tromsø, Norway)"
"OL6477642A","Francisco Câmara Pereira"
"OL6720197A","IEEE/WIC/ACM International Conference on Web Intelligence (2007 Fremont, Calif.)"
"OL7204584A","Dorothea Kolossa"
"OL7204621A","Andrzej Dziech"
"OL722105A","Derek Long"
"OL2422696A","James Patrick Kelly"
"OL3239783A","John R. Kender"
"OL3574370A","Paul Gloess"
"OL399612A","Lonergan, Tom."
"OL5295875A","John Philip Hourihane"
"OL582401A","Lawrence A. Bookman"
"OL6299195A","Daniel Crevier"
"OL6450077A","IEEE/RSJ International Conference on Intelligent Robots and Systems (2000 Takamatsu, Japan)"
"OL7076630A","Xiangyang Qin"
"OL744522A","Gordon Adams"
"OL832360A","David McFarland"
"OL890399A","Steven L. Salzberg"
"OL1110290A","Brian Falkenhainer"
"OL1234891A","John A. Allen"
"OL23704A","Bruce Coville"
"OL2461687A","Hector J. Levesque"
"OL2689661A","Richard Simpson"
"OL2741150A","Department of Defense"
"OL2793517A","Jon Palfreman"
"OL3285398A","Jain A Et Al"
"OL3534777A","University Of Maryland"
"OL386501A","Alison Cawsey"
"OL3872509A","J. Cruz"
"OL455593A","Alexander Gegov"
"OL5373497A","JSAI 2003 (2003 Niigata-shi, Japan)"
"OL7207150A","Omar Javed"
"OL798498A","T. A. D. White"
"OL1020273A","D. Defays"
"OL1212186A","F. H. George"
"OL1295349A","Richard E. Korf"
"OL1393281A","Ken Akamatsu"
"OL1513719A","Australian Joint Conference on Artificial Intelligence (14th 2001 Adelaide, S. Aust.)"
"OL1970338A","Bob Ryan"
"OL269799A","V. G. Lazarev"
"OL3039541A","Lorenza Saitta"
"OL4256851A","Alan Kernoff"
"OL5049489A","International PEG Conference (7th 1993 Edinburgh, Scotland)"
"OL5351108A","International Symposium on Temporal Representation and Reasoning (13th 2006 Budapest, Hungary)"
"OL5372110A","JURIX 2006 (19th 2006 Université de droit, d'économie et de sciences sociales de Paris)"
"OL579232A","International Conference on Simulation of Adaptive Behavior (3rd 1994 Brighton, England)"
"OL6049402A","International Conference on Tools for Artificial Intelligence (13th 2001 Dallas, Tex.)"
"OL6430226A","World Conference on Artificial Intelligence in Education (1997 Kobe, Japan)"
"OL692649A","V. A. Petrushin"
"OL7051675A","International Conference on Case-Based Reasoning (18th 2010 Alessandria, Italy)"
"OL7137720A","International Conference on Knowledge-Based Intelligent Information and Engineering Systems (14th 2010 Cardiff, Wales)"
"OL7204738A","Oleg Okun"
"OL7206251A","Van-Nam Huynh"
"OL7297396A","Bo Garanzon"
"OL1187920A","Brian P. Bloomfield"
"OL3028315A","Mark Eisenstadt"
"OL3519442A","Ann Nicholson"
"OL3616657A","Computer Society"
"OL3872451A","Dorian Suc"
"OL485958A","Kai-Yeung Siu"
"OL536199A","International Workshop on Artificial Intelligence in Economics and Management (4th 1996 Tel-Aviv, Israel)"
"OL5631454A","No name"
"OL601488A","Aaron Allston"
"OL6482079A","ACS '2002 (2002 Mieḑzyzdroje, Poland)"
"OL689219A","Godela Unseld"
"OL7201763A","Pei Wang"
"OL724697A","International Conference on the Applications of Artificial Intelligence in Engineering (8th 1993 Toulouse, France)"
"OL773781A","Scientific Applications of the Connection Machine Conference (1988 Ames Research Center)"
"OL893957A","Eileen Cornell Way"
"OL1006543A","Portuguese Conference on Artificial Intelligence (4th 1989 Lisbon, Portugal)"
"OL1606967A","SCS Western Multiconference (1989 San Diego, Calif.)"
"OL2681529A","C. Thanos"
"OL2784914A","Howard J. Hamilton"
"OL3039569A","Steve Minton"
"OL3872555A","Timo Steffens"
"OL396288A","George F. Luger"
"OL474836A","David Chapman"
"OL4940622A","International Symposium on Smart Graphics (8th 2007 Kyoto, Japan)"
"OL5422963A","Mandayam A. L. Thathachar"
"OL600266A","Fulvia Mangili"
"OL616801A","Claus Brillowski"
"OL7204295A","Ran Chen"
"OL7208145A","M. A. Viergever"
"OL7209762A","Hiroshi Sako"
"OL7290823A","A. Olabambo Tokuta"
"OL1005747A","International Conference on Computing and Information (1989 Toronto, Ont.)"
"OL3030086A","Dan Ronco"
"OL3098149A","Ken Brilliant"
"OL3226289A","Giuseppe Maino"
"OL4139269A","Gillian Noble"
"OL451935A","International Workshop on Software Engineering, Artificial Intelligence, and Expert Systems for High Energy and Nuclear Physics (4th 1995 Pisa, Italy)"
"OL5437355A","International Conference on Web Information Systems Engineering (7th 2006 Wuhan, China)"
"OL5489659A","ECSQARU 2007 (2007 Ḥammāmāt, Tunisia)"
"OL557417A","National Conference on Artificial Intelligence (11th 1993 Washington, D.C.)"
"OL6324753A","Conference on Artificial Intelligence Applications. (5th 1989 Miami, Fla.)"
"OL6435691A","National Conference on Artificial Intelligence (17th 2000 Austin, Tex.)"
"OL6534026A","CEPES-UNESCO International Symposium (1989 Prague)"
"OL7106538A","Sidney D'Mello"
"OL7209677A","Marie-Pierre Gleizes"
"OL7342367A","Aris Gkoulalas-Divanis"
"OL769995A","Michael McTear"
"OL836309A","International Workshop AII '92 (1992 Dagstuhl Castle, Germany)"
"OL237327A","Susantha Goonatilake"
"OL243153A","Daniel E. O'Leary"
"OL398323A","Christoph Adami"
"OL4613665A","Igor Aleksander"
"OL5386579A","National Conference on Artificial Intelligence (9th 1991 Anaheim, Calif.)"
"OL541899A","Janusz Kacprzyk"
"OL587754A","Johnson, George"
"OL6792559A","Anupam Shukla"
"OL1002649A","Paul E. Lehner"
"OL1006887A","Patrick R. Harrison"
"OL1124798A","A. Eli Nisenfeld"
"OL2783730A","T. Varga"
"OL401378A","John Haugeland"
"OL4062185A","Motoda"
"OL483268A","Félix Schwartzmann"
"OL5440157A","FIMH 2007 (2007 Salt Lake City, Utah)"
"OL5488795A","International Joint Conference on Artificial Intelligence, 3d, Stanford University, 1973"
"OL5822669A","IFIP WG 2.6 Working Conference on Database Applications Semantics (DS-6) (1995 Stone Mountain, Atlanta, Ga.)"
"OL6489171A","International Conference on Tools with Artificial Intelligence (10th Taipei, Taiwan, R.O.C.)"
"OL6544423A","Canadian Society for Computational Studies of Intelligence (Conference)"
"OL7203497A","Institution of Engineering and Technology"
"OL7210237A","Zhi-Hua Zhou"
"OL7348600A","Pascal Schreck"
"OL765355A","J. P. E. Hodgson"
"OL1060495A","A. J. Sanford"
"OL1072795A","Tony Durham"
"OL1454449A","International AI-Workshop on NeuroBotics (2004 Universität Ulm)"
"OL1593296A","René Leclercq"
"OL2732083A","Paolo Frasconi"
"OL27332A","Alexander Tzonis"
"OL2850451A","Kevin C. Desouza"
"OL2867844A","Richard E. Bellman"
"OL292575A","International Symposium on Intelligent Robotic Systems (6th 1998 University of Edinburgh)"
"OL2941410A","Brian Drabble"
"OL3177546A","Thomas Stober"
"OL3815066A","Benjamin Grosof"
"OL3970914A","Bruno Bachimont"
"OL4861844A","Randal Beard"
"OL5377186A","A. J. Szladow"
"OL57775A","Herbert Schildt"
"OL6498222A","AOIS 2004 (Riga, Latvia)"
"OL7017918A","Torsten Kröger"
"OL7205357A","Frank Olken"
"OL7213853A","Roumen Kountchev"
"OL914936A","Journees de Strasbourg (11th 1989)"
"OL1280287A","Linda A. Murray"
"OL4728661A","M. James"
"OL5426982A","International Work-Conference on the Interplay Between Natural and Artificial Computation (1st 2005 Las Palmas, Canary Islands)"
"OL57853A","Conrad Sabourin"
"OL6167570A","National Conference on Artificial Intelligence (16th 1999 Orlando, Fla.)"
"OL688881A","Elmar Eder"
"OL7336799A","Edmund M. Clarke"
"OL914993A","Nauchno-tekhnicheska konferent͡sii͡a s mezhdunarodno uchastie ""DZU"" (3rd 1989 Druzhba, Varna, Bulgaria)"
"OL1164403A","Richard Parent"
"OL1872087A","Frederick James Crosson"
"OL236584A","International Conference AISC '98 (1998 Plattsburgh, N.Y.)"
"OL4666456A","Stefan Feyock"
"OL5615482A","International Conference AISC 2000 (2000 Madrid, Spain)"
"OL5698401A","International Conference on Systems Research, Informatics and Cybernetics (18th 2006 Baden-Baden, Germany)"
"OL576721A","Ronald R. Yager"
"OL613901A","Martin Schleuder"
"OL6285259A","Conference on Artificial Intelligence for Applications. (8th 1992 Monterey, Calif.)"
"OL662787A","Jean-Claude Ribes"
"OL7204730A","Bojan Jakimovski"
"OL7244154A","William John Teahan "
"OL769811A","Peter Danielson"
"OL929224A","Christel Kumbruck"
"OL1192441A","Narinder Singh"
"OL1296202A","Rachel Reichman"
"OL1917712A","James R. Slagle"
"OL239717A","Pacific Rim International Conference on Artificial Intelligence (5th 1998 Singapore)"
"OL2682172A","F. Belli"
"OL2840143A","Jean-Claude Heudin"
"OL442577A","Mike James"
"OL4940959A","ISICA 2007 (2007 Wuhan, China)"
"OL7204496A","Qingyuan Zhou"
"OL7340370A","Claudio Sacerdoti Coen"
"OL7345755A","Annette ten Teije"
"OL835706A","Joseph McElroy"
"OL909485A","Jürgen Dorn"
"OL1030991A","Peter Sells"
"OL1432526A","Penny Baillie-de Byl"
"OL1658959A","Chen, Wayne H."
"OL1708584A","James Sacra Albus"
"OL2868038A","Linda C. Smith"
"OL3107615A","C., Turchetti"
"OL3227058A","Nikos E. Mastorakis"
"OL3437839A","Mark Stephen Meadows"
"OL448725A","Thomas F. Gordon"
"OL5369862A","Ruth Irene Hickey Gorman"
"OL537188A","Qiang Yang"
"OL6206652A","J.-M Hoc"
"OL7200967A","Vladan Deved¿ic"
"OL7349307A","Tapio Elomaa"
"OL946728A","Marie-Laure Ryan"
"OL1006852A","International Symposium on Methodologies for Intelligent Systems (4th 1989 Charlotte, N.C.)"
"OL1654985A","Kent, Ernest. W."
"OL1799888A","Frank Honywill George"
"OL27278A","Harry Harrison"
"OL386088A","Astro Teller"
"OL3872383A","France) European Conference on Artificial Intelligence 2002 (Lyon"
"OL4718019A","Stephen Francis Brown"
"OL4880635A","CSTAR Technical Symposium (5th 1993 Tullahoma, Tenn.)"
"OL4891343A","IEEE International Symposium on Intelligent Control (12th 1997 Istanbul, Turkey)"
"OL50878A","Cristiano Castelfranchi"
"OL5653588A","N. Roos"
"OL5786178A","Canadian Conference on Artificial Intelligence (6th 1986 Montréal, Québec)"
"OL585551A","International FLINS Workshop (1st 1994 Mol, Belgium)"
"OL6952484A","ISICA 2009 (2009 Huangshi Shi, China)"
"OL7113547A","Oscar Castillo"
"OL7129186A","Keith Stenning"
"OL7200461A","Rick Riolo"
"OL1522580A","International Conference on Industrial & Engineering Applications of Artificial Intelligence & Expert Systems (16th 2003 Loughborough, England)"
"OL345237A","V. Ė Pashkovskiĭ"
"OL3870487A","Kashif Ibadullah Khan"
"OL392026A","Michael H. Harris"
"OL3977391A","Eric Sadin"
"OL398121A","Associazione italiana per l'intelligenza artificiale. Congress"
"OL3982377A","Ulrich Schödlbauer"
"OL4063552A","Vicenç Torra"
"OL447252A","Dave Mark"
"OL460596A","Scandinavian Conference on Artificial Intelligence (5th 1995 Trondheim, Norway)"
"OL5385620A","AOIS 2005 (2005 Utrecht, Netherlands and Klagenfurt, Austria)"
"OL5666307A","Marie-Madeleine Varet-Pietri"
"OL6687253A","SGAI International Conference on Innovative Techniques and Applications of Artificial Intelligence (28th 2008 Cambridge, England)"
"OL7203542A","Kishan G. Mehrotra"
"OL7205364A","Johanne Cohen"
"OL7207429A","Jaap van den Herik"
"OL792523A","Dietmar Meister"
"OL883850A","Belgum, Erik"
"OL912301A","Jindřich Zelený"
"OL1191439A","James A. Galambos"
"OL1277805A","Ingeborg Steinacker"
"OL3419892A","Harold Cohen"
"OL3756566A","Shiguo Lian"
"OL532623A","Richard E. Susskind"
"OL6049218A","IEEE Symposium on Computer-Based Medical Systems (13th 2000 Houston, Tex.)"
"OL6263304A","Krzysztof R Apt"
"OL6842974A","Special Focus Symposium on Decision Technology and Intelligent Information Systems (2008 Baden-Baden, Germany)"
"OL6850700A","International Symposium of Information Technology (2008 Kuala Lumpur Convention Centre)"
"OL6952792A","Kate Forbes-Pitt"
"OL7041840A","Michael J. P. Shaw"
"OL7344110A","Marcello Balduccini"
"OL1013282A","IFIP TC2/TC8/WG2.6/WG8.1 Working Conference on the Role of Artificial Intelligence in Databases and Information Systems"
"OL1136019A","Cohen, Harold"
"OL1707237A","Jack Sklansky"
"OL1828477A","Walter Robert Fuchs"
"OL247151A","IEEE/RSJ International Conference on Intelligent Robots and Systems (1999 Kyŏngju-si, Korea)"
"OL2679805A","Bo Goranzon"
"OL3197489A","Joachim Stender"
"OL3343518A","Ph. Jorrand"
"OL3517812A","International Conference on Software Eng"
"OL477082A","International Conference on Artificial Intelligence and Information-Control Systems of Robots (6th 1994 Smolenice, Slovakia)"
"OL545967A","Ben Goertzel"
"OL6380301A","Artificial Neural Networks in Engineering Conference (9th 1999 St. Louis, Mo.)"
"OL70017A","James Essinger"
"OL7204563A","Marzena Kryszkiewicz"
"OL7204981A","Gabor Fichtinger"
"OL7205106A","Minli Dai"
"OL7205511A","Hujun Yin"
"OL1237234A","Ruth E. Moore"
"OL1432279A","Rogier Noldus"
"OL22088A","Richard Powers"
"OL2679705A","Schmidt. Joachim W."
"OL2951966A","Ryszard S. Michalski"
"OL3665459A","Sumeet Dua"
"OL446795A","Peter Øhrstrøm"
"OL536405A","Murray Shanahan"
"OL5440177A","International Conference on Integration of AI and OR Techniques in Constraint Programming for Combinatorial Optimisation Problems (4th 2007 Brussels, Belgium)"
