"workid","authorid"
"OL15896380W","OL6931474A"
"OL16931981W","OL1708431A"
"OL16946385W","OL7205383A"
"OL16962273W","OL7208333A"
"OL1713449W","OL195973A"
"OL1875457W","OL224572A"
"OL3337386W","OL540960A"
"OL3480851W","OL580570A"
"OL3944720W","OL719225A"
"OL4115691W","OL772166A"
"OL4441161W","OL883784A"
"OL4464227W","OL890013A"
"OL4959585W","OL1070244A"
"OL6185292W","OL1591131A"
"OL11674338W","OL4940960A"
"OL11690804W","OL4952501A"
"OL11701218W","OL4959337A"
"OL11769429W","OL5009539A"
"OL12332484W","OL5409655A"
"OL15002683W","OL20305A"
"OL15409471W","OL23251A"
"OL15882074W","OL19637A"
"OL16132770W","OL6991364A"
"OL16360159W","OL7051682A"
"OL16624404W","OL7121215A"
"OL16969349W","OL396288A"
"OL17101760W","OL7236743A"
"OL17457571W","OL7319671A"
"OL2896991W","OL440500A"
"OL4616340W","OL946572A"
"OL5136711W","OL1134858A"
"OL5741823W","OL1396054A"
"OL5853111W","OL1436742A"
"OL9037654W","OL3154988A"
"OL11674410W","OL4941026A"
"OL13471813W","OL6348662A"
"OL13565327W","OL6428042A"
"OL16358764W","OL5130367A"
"OL16918803W","OL401127A"
"OL16940464W","OL4173203A"
"OL17508195W","OL2705596A"
"OL17586009W","OL2911682A"
"OL3282152W","OL536199A"
"OL3710361W","OL645847A"
"OL3955953W","OL722105A"
"OL4052754W","OL754956A"
"OL5042112W","OL1099193A"
"OL6185287W","OL1591131A"
"OL6924048W","OL1917712A"
"OL769701W","OL63486A"
"OL8132889W","OL2709945A"
"OL9289546W","OL3343518A"
"OL10299956W","OL4258357A"
"OL12022529W","OL5191040A"
"OL12175733W","OL5290314A"
"OL12232104W","OL5331261A"
"OL13037526W","OL5946097A"
"OL13083187W","OL5985115A"
"OL15065970W","OL2679954A"
"OL15172317W","OL35669A"
"OL16028783W","OL31701A"
"OL16591119W","OL7108959A"
"OL16930666W","OL7202317A"
"OL16951465W","OL2107459A"
"OL16978958W","OL2679928A"
"OL17518728W","OL7204954A"
"OL17933293W","OL6750128A"
"OL4443849W","OL884448A"
"OL4695358W","OL971123A"
"OL5299100W","OL1203646A"
"OL5591196W","OL1345449A"
"OL587843W","OL43146A"
"OL8536165W","OL2857853A"
"OL8961002W","OL3107595A"
"OL11167611W","OL4662809A"
"OL12624573W","OL5627256A"
"OL16252198W","OL834541A"
"OL16360149W","OL7051676A"
"OL16902734W","OL7196387A"
"OL16924756W","OL2642747A"
"OL16933033W","OL1708431A"
"OL16977419W","OL5193977A"
"OL17428130W","OL7311129A"
"OL2228414W","OL287083A"
"OL2623200W","OL382151A"
"OL3926470W","OL715214A"
"OL4025633W","OL745097A"
"OL4152760W","OL782765A"
"OL461311W","OL26980A"
"OL4627624W","OL949692A"
"OL5851378W","OL1436147A"
"OL6266856W","OL1632971A"
"OL11558809W","OL4868428A"
"OL13064928W","OL5969461A"
"OL13547883W","OL6412827A"
"OL13675524W","OL6530878A"
"OL16668567W","OL4255054A"
"OL16668567W","OL7137703A"
"OL16668567W","OL2680440A"
"OL16941509W","OL6793718A"
"OL16942265W","OL7204424A"
"OL16952264W","OL7206504A"
"OL16959399W","OL7207799A"
"OL17017W","OL23251A"
"OL3232781W","OL526682A"
"OL3233863W","OL526877A"
"OL9323373W","OL3371044A"
"OL9890257W","OL3872456A"
"OL10099724W","OL4084361A"
"OL11674740W","OL4941325A"
"OL11751328W","OL4996609A"
"OL11801737W","OL5031822A"
"OL13002554W","OL5915892A"
"OL16939604W","OL3244649A"
"OL16946004W","OL7204891A"
"OL16956687W","OL7207338A"
"OL17557230W","OL3751291A"
"OL2024366W","OL244450A"
"OL2720301W","OL398121A"
"OL3552017W","OL597223A"
"OL4787560W","OL1006827A"
"OL8011324W","OL2667143A"
"OL9223920W","OL3285398A"
"OL9369073W","OL3409465A"
"OL11810765W","OL5038393A"
"OL11890545W","OL5095757A"
"OL12478878W","OL5517813A"
"OL12576031W","OL5590639A"
"OL12579041W","OL5592863A"
"OL13181120W","OL6093565A"
"OL13185021W","OL6096954A"
"OL13193431W","OL6104268A"
"OL13572320W","OL6434188A"
"OL13590676W","OL6450916A"
"OL13634958W","OL6491462A"
"OL14904609W","OL1258483A"
"OL16175456W","OL7011561A"
"OL16626398W","OL814455A"
"OL16945095W","OL663720A"
"OL1984275W","OL238735A"
"OL2566957W","OL365902A"
"OL2725275W","OL399046A"
"OL3233029W","OL526737A"
"OL3514399W","OL588096A"
"OL3926466W","OL715214A"
"OL4456146W","OL887914A"
"OL5420151W","OL1268293A"
"OL11574215W","OL4879006A"
"OL13654092W","OL6510047A"
"OL15484743W","OL23251A"
"OL15911885W","OL6935695A"
"OL16485318W","OL7071906A"
"OL16485318W","OL3571012A"
"OL16485318W","OL3756566A"
"OL16539970W","OL7089752A"
"OL16917383W","OL7199914A"
"OL16929553W","OL7202069A"
"OL16942200W","OL7204407A"
"OL16943562W","OL5518747A"
"OL16982110W","OL7212196A"
"OL2105779W","OL260565A"
"OL2474677W","OL345237A"
"OL3105712W","OL487621A"
"OL3183512W","OL510750A"
"OL468143W","OL27332A"
"OL66098W","OL21522A"
"OL6676303W","OL1804335A"
"OL8685017W","OL2935938A"
"OL8711169W","OL2951964A"
"OL8894989W","OL3063480A"
"OL9910392W","OL3885875A"
"OL12284442W","OL5372867A"
"OL13000247W","OL5913984A"
"OL13558300W","OL6421875A"
"OL16941549W","OL7204268A"
"OL16941772W","OL7204304A"
"OL16944209W","OL7203823A"
"OL16945570W","OL7205186A"
"OL3568109W","OL601568A"
"OL4314068W","OL839120A"
"OL4646806W","OL954678A"
"OL8362418W","OL2784914A"
"OL10985087W","OL4567668A"
"OL11166922W","OL4662478A"
"OL11995032W","OL5173162A"
"OL12090354W","OL5234891A"
"OL12328811W","OL5406798A"
"OL13579573W","OL6440925A"
"OL16932137W","OL401127A"
"OL16934427W","OL7202949A"
"OL16935507W","OL401127A"
"OL16942659W","OL3182089A"
"OL16943627W","OL7204734A"
"OL16969564W","OL7209762A"
"OL2098985W","OL3176389A"
"OL259653W","OL2622324A"
"OL3193047W","OL513480A"
"OL3478494W","OL580058A"
"OL4289033W","OL832348A"
"OL4391343W","OL865835A"
"OL4743704W","OL989453A"
"OL4993332W","OL1080480A"
"OL5741938W","OL1396104A"
"OL8035007W","OL2675087A"
"OL8856053W","OL3039519A"
"OL9242639W","OL3300196A"
"OL9384911W","OL3421237A"
"OL9397124W","OL3433903A"
"OL10243340W","OL4203161A"
"OL15044135W","OL3226997A"
"OL158270W","OL25239A"
"OL16920029W","OL7200486A"
"OL1917891W","OL229824A"
"OL3234169W","OL526945A"
"OL3454024W","OL575217A"
"OL4099059W","OL767991A"
"OL4134736W","OL777055A"
"OL4197955W","OL798498A"
"OL4616283W","OL946552A"
"OL4627401W","OL949644A"
"OL4786344W","OL1006522A"
"OL5849338W","OL1435454A"
"OL8683128W","OL2934761A"
"OL9248317W","OL3305040A"
"OL11852487W","OL5067039A"
"OL12302592W","OL5386845A"
"OL12514553W","OL5544343A"
"OL13077273W","OL5980179A"
"OL13577762W","OL6439330A"
"OL15461430W","OL6845303A"
"OL15857332W","OL2822951A"
"OL15920654W","OL6937991A"
"OL16546932W","OL6863547A"
"OL16918698W","OL606134A"
"OL16941410W","OL7204246A"
"OL16942622W","OL7204524A"
"OL16954687W","OL2817927A"
"OL17101525W","OL7236743A"
"OL17190398W","OL7244184A"
"OL17543769W","OL7344110A"
"OL3368852W","OL548336A"
"OL4317237W","OL839997A"
"OL4472039W","OL891925A"
"OL467274W","OL27278A"
"OL4961616W","OL1070816A"
"OL5092825W","OL1120925A"
"OL5256867W","OL1188293A"
"OL6044322W","OL1521087A"
"OL9157775W","OL3234533A"
"OL9890290W","OL3872504A"
"OL11674158W","OL4940799A"
"OL11674525W","OL4941131A"
"OL12438739W","OL5489227A"
"OL12592109W","OL5602916A"
"OL12825759W","OL5777495A"
"OL137280W","OL22024A"
"OL14854999W","OL20803A"
"OL16945246W","OL655935A"
"OL16946562W","OL7051308A"
"OL16989181W","OL401127A"
"OL2053772W","OL250216A"
"OL3269367W","OL533340A"
"OL3417067W","OL561628A"
"OL4083274W","OL764629A"
"OL735851W","OL59627A"
"OL8131027W","OL2708319A"
"OL8701336W","OL2945669A"
