"id","title","numpages","ISBN10","ISBN13","physfmt","pubdate"
"OL1304247M","idéographie dynamique","178","2707120812","NULL","NULL","1991"
"OL15410870M","The nature and evaluation of commercial expert system building tools","27","NULL","NULL","Microform","1987"
"OL15535300M","Constraint reasoning with incomplete knowledge","159","9513839281","NULL","NULL","1991"
"OL17041409M","Foundations of Intelligent Systems","653","3540681221","9783540681229","NULL","2008"
"OL18010004M","Innovations in intelligent machines--1","270","NULL","9783540726951","NULL","2007"
"OL21046111M","Problem-solving methods in artificial intelligence","255","NULL","NULL","NULL","1971"
"OL22466819M","Advances in artificial intelligence and engineering cybernetics","35","1894613198","NULL","NULL","2001"
"OL22592345M","Proceedings of the Thirteenth National Conference on Artificial Intelligence and the Eighth Innovative Applications of Artificial Intelligence Conference","NULL","NULL","NULL","NULL","1996"
"OL25546343M","Computational Intelligence Methods for Bioinformatics and Biostatistics","NULL","NULL","9783642219450","[electronic resource] :","2011"
"OL25551682M","Knowledge-Based and Intelligent Information and Engineering Systems","NULL","NULL","9783642045912","[electronic resource] :","2009"
"OL25553187M","Mobile Networks and Management","NULL","NULL","9783642214431","[electronic resource] :","2011"
"OL25891865M","Artificial Intelligence for B.E/B.Tech","NULL","NULL","978-93-84634-84-1 ","NULL","Jan 2016"
"OL4857896M","SYM-1, a program that detects symmetry of variable-valued logic functions","15","NULL","NULL","NULL","1975"
"OL5313373M","Computers and artificial intelligence","126","NULL","NULL","NULL","1969"
"OL6850158M","2001, l'odyssée de l'esprit","234","2080677772","NULL","NULL","1999"
"OL7670928M","Creation","240","0674011139","9780674011137","Paperback","May 30, 2003"
"OL8383751M","Artificial Intelligence in Engineering","NULL","0931215803","9780931215803","Hardcover","August 1987"
"OL8980200M","Artificial Intelligence in Second Language Learning","330","1853598305","9781853598302","Hardcover","November 20, 2005"
"OL9431664M","Methods and Applications of Artificial Intelligence","546","3540219374","9783540219378","Paperback","June 14, 2004"
"OL14498362M","Colloquium on Software Engineering Practices for Intelligent Knowledge-Based Systems, organised by the Professional Groups C4 (Artificial Intelligence) and C1 (Software Engineering) and held on Friday 17 March 1989 Chairman: A. G. Wheldon.","NULL","NULL","NULL","NULL","1989"
"OL17684159M","Towards building a team of intelligent robots","NULL","NULL","NULL","Microform","1988"
"OL17704192M","RoboCup-99","802","3540410430","NULL","NULL","2000"
"OL18034535M","Knowledge-based system for flight information management","NULL","NULL","NULL","Microform","1990"
"OL18725860M","Neuro-Nîmes '89","512","2906899291","NULL","NULL","1989"
"OL21783118M","Smart engineering system design","1051","NULL","NULL","NULL","2001"
"OL22684564M","Principles of synthetic intelligence","NULL","NULL","9780195370676","NULL","2009"
"OL22704875M","Proceedings of the Seventh International Joint Conference on Artificial Intelligence","NULL","NULL","NULL","NULL","1981"
"OL24387858M","Ren gong zhi neng ji qi ying yong","308","NULL","9787118060218","NULL","2009"
"OL24460500M","Digital human modeling","205","3540894292","9783540894292","NULL","2008"
"OL25237316M","Creating synthetic emotions through technological and robotic advancements","NULL","NULL","9781466615953","NULL","2012"
"OL25320755M","Proceedings","198","0769539335","9780769539331","NULL","2009"
"OL25519249M","A computer simulation study of rule-based control of an autonomous underwater vehicle","106","NULL","NULL","NULL","1988"
"OL25542920M","Modeling Decisions for Artificial Intelligence","NULL","NULL","9783642162916","[electronic resource] :","2010"
"OL25558307M","Technological Innovation for Sustainability","NULL","NULL","9783642191695","[electronic resource] :","2011"
"OL26457805M","Enderova igra","304","8677022767","9788677022761","NULL","2012"
"OL3198854M","Na puti k iskusstvennomu intellektu","180","NULL","NULL","NULL","1981"
"OL354779M","Factoring humanity","350","0312864582","NULL","NULL","1998"
"OL3656017M","Robotics, mechatronics, and artificial intelligence","297","0750673893","NULL","NULL","2002"
"OL5413483M","Demon Seed","182","NULL","NULL","Paperback","1973"
"OL9475726M","Integration of AI and OR Techniques in Constraint Programming for Combinatorial Optimization Problems","415","354021836X","9783540218364","Paperback","May 27, 2004"
"OL9477319M","Computational Semantics","294","072040469X","9780720404692","Textbook Binding","June 1976"
"OL9617265M","Daemon","444","0978627105","9780978627102","Paperback","December 1, 2006"
"OL11224271M","Artificial Intelligence","150","0881648418","9780881648416","Paperback","June 1988"
"OL11392790M","Applications of Artificial Intelligence X: Knowledge-Based Systems ","NULL","0819408727","9780819408723","Paperback","October 1992"
"OL11578738M","Artificial Intelligence Tools and Techniques for Civil & Structural Engineers","303","094874913X","9780948749131","Mass Market Paperback","October 1, 1989"
"OL15465906M","Simulated evolution and learning","472","3540659072","NULL","NULL","1999"
"OL17681078M","Using data tagging to improve the performance of Kanerva's sparse distributed memory","NULL","NULL","NULL","Microform","1988"
"OL1775003M","Verteilte künstliche Intelligenz und kooperatives Arbeiten","546","0387546170","NULL","NULL","1991"
"OL18513633M","Symbolic and quantitative approaches to reasoning with uncertainty","914","3540752552","9783540752554","NULL","2007"
"OL20264477M","Schriften zur Erkenntnistheorie","339","3211826947","NULL","NULL","1996"
"OL2054053M","Proceedings of the 1988 Connectionist Models Summer School","527","1558600337","NULL","NULL","1989"
"OL21399703M","The creative mind","303","0465014526","NULL","NULL","NULL"
"OL2201325M","Methodologies for intelligent systems, 4","534","0444015167","NULL","NULL","1989"
"OL22793034M","Artificial intelligence and computer games","205","0712606610","NULL","NULL","1985"
"OL23712599M","Manufacturing intelligence for industrial engineering","NULL","NULL","9781605668642","NULL","2010"
"OL2404452M","Learning from good and bad data","211","0898382637","NULL","NULL","1988"
"OL25545843M","Group Search Optimization for Applications in Structural Design","NULL","NULL","9783642205354","[electronic resource] /","2011"
"OL25672097M","Artificial Intelligence – Agent Behaviour","NULL","NULL","978-87-7681-559-2","NULL","2013"
"OL26574938M","Human + machine","249","1633693864","9781633693869","NULL","2018"
"OL690089M","AI*IA 97, advances in artificial intelligence","458","3540635769","NULL","NULL","1997"
"OL8634675M","The Last Mortal Generation","256","1864364408","9781864364408","Paperback","April 2000"
"OL9055732M","Biomimetic Neural Learning for Intelligent Robots","383","3540274405","9783540274407","Paperback","August 22, 2005"
"OL9055866M","Simulating Continuous Fuzzy Systems (Studies in Fuzziness and Soft Computing)","202","3540284559","9783540284550","Hardcover","December 14, 2005"
"OL965776M","Galatea 2.2","329","0060976926","NULL","NULL","1996"
"OL10294991M","Artificial Intelligence Terminology","NULL","0470216018","9780470216019","Hardcover","October 1989"
"OL10557609M","Artificial Intelligence","516","0333801369","9780333801369","Paperback","May 8, 2003"
"OL12089830M","Journal of Artificial Intelligence Research","520","1558604499","9781558604490","Paperback","June 1996"
"OL12317432M","Scai'01 (Frontiers in Artificial Intelligence and Applications, 66)","172","1586031619","9781586031619","Hardcover","February 2001"
"OL14856586M","Smart technology for training","13","NULL","NULL","NULL","1985"
"OL15413078M","KI-95","268","NULL","NULL","NULL","1995"
"OL16152503M","Advances in artificial life","1215","3540749128","9783540749127","NULL","2007"
"OL16574837M","Modeling of thinking and the mind","192","NULL","NULL","NULL","1967"
"OL17025082M","Case-based reasoning research and development","758","3540423583","NULL","NULL","2001"
"OL1711855M","Qualitative motion understanding","210","0792392515","NULL","NULL","1992"
"OL18274221M","Knowledge-based intelligent information and engineering systems","NULL","3540465359","9783540465355","NULL","2006"
"OL18682725M","Intentionality and the foundational triad of computationalism","NULL","031556864X","NULL","Microform","1990"
"OL19291016M","Adaptive agents and multi-agent systems III","NULL","3540252606","NULL","Electronic resource","2005"
"OL21936987M","second Conference on Artificial Intelligence Applications","685","081868688","NULL","NULL","1985"
"OL22459067M","Artificial intelligence and symbolic computation","252","3540420711","NULL","NULL","2001"
"OL22483107M","AI 2002","730","3540001972","NULL","NULL","2002"
"OL25534448M","Foundations of Intelligent Systems","NULL","NULL","9783642041242","[electronic resource] :","2009"
"OL25547231M","Computing and Intelligent Systems","NULL","NULL","9783642240904","[electronic resource] :","2011"
"OL25552361M","A short introduction to preferences","NULL","NULL","9781608455874","[electronic resource] :","2011"
"OL2714244M","Artificial intelligence","241","0853127530","NULL","NULL","1986"
"OL2724056M","Catalogue of artificial intelligence tools","168","0387168931","NULL","NULL","1986"
"OL3329326M","Handbook of virtual humans","443","0470023163","NULL","NULL","2004"
"OL3338760M","SCAI '04, soft computing based artificial intelligence","353","8185287368","NULL","NULL","2004"
"OL3433092M","Artificial intelligence in logic design","334","140202052X","NULL","NULL","2004"
"OL55196M","1999 International Conference on Information Intelligence and Systems","691","0769504469","NULL","NULL","1999"
"OL7531307M","Uncertainty in Artificial Intelligence","510","0444700587","9780444700582","NULL","January 1, 1990"
"OL8109444M","The Moon Is a Harsh Mistress","NULL","0786198850","9780786198856","Audio CD","May 2000"
"OL9056060M","Intelligent Techniques for Web Personalization","325","3540298460","9783540298465","Paperback","December 14, 2005"
"OL9282867M","Artificial Intelligence for Games (The Morgan Kaufmann Series in Interactive 3D Technology)","856","0124977820","9780124977822","Hardcover","June 21, 2006"
"OL11051932M","National Conference on Artificial Intelligence","500","0865760802","9780865760806","Paperback","August 1984"
"OL11281203M","Artificial  Psychology","312","080585584X","9780805855845","Hardcover","February 19, 2008"
"OL1299703M","Expert systems and artificial intelligence","277","0853659095","NULL","NULL","1991"
"OL14848346M","An overview of expert systems","66","NULL","NULL","NULL","1982"
"OL15363688M","Introduction to IND and recursive partitioning","NULL","NULL","NULL","Microform","1991"
"OL1727547M","Analogical and inductive inference","319","3540560041","NULL","NULL","1992"
"OL18221129M","The moon is a harsh mistress","383","NULL","NULL","NULL","1972"
"OL18222443M","Probabilistic conditional independence structures","285","1852338911","NULL","NULL","2005"
"OL1872557M","Knowledge engineering","380","0442239696","NULL","NULL","1990"
"OL2068328M","Artificial intelligence applications in engineering","369","0896710920","NULL","NULL","1988"
"OL24531366M","Fault Detection","NULL","NULL","978-953-307-037-7","NULL","2010"
"OL25090699M","The fear index","NULL","NULL","9780091936969","Hardback","2011"
"OL25537747M","Mechanisms and Robots Analysis with MATLAB®","NULL","NULL","9781848003903","[electronic resource] /","2009"
"OL25546710M","Information and Management Engineering","NULL","NULL","9783642240218","[electronic resource] :","2011"
"OL25547638M","Artificial Neural Networks – ICANN 2010","NULL","NULL","9783642158216","[electronic resource] :","2010"
"OL25554999M","Computational Intelligence in Security for Information Systems","NULL","NULL","9783642040900","[electronic resource] :","2009"
"OL3427081M","Rethinking cognitive computation","NULL","1403911614","NULL","NULL","2005"
"OL4100165M","Knowledge-based systems in artificial intelligence","490","0070155577","NULL","NULL","1982"
"OL8175374M","Plus","216","0881842893","9780881842890","Paperback","January 1987"
"OL9342094M","Immunity-Based Systems","192","3540008969","9783540008965","Hardcover","May 27, 2004"
"OL9348690M","Machine Learning and Data Mining in Pattern Recognition","695","3540269231","9783540269236","Paperback","August 22, 2005"
"OL966937M","automation of reasoning","443","0127634207","NULL","NULL","1996"
"OL1120792M","Fundamentals of artificial neural networks","511","026208239X","NULL","NULL","1995"
"OL1271892M","elements of artificial intelligence using common Lisp","823","0716782693","NULL","NULL","1995"
